Height/arb.u.	Counts
112.6	16
112.8	13
113	20
113.2	18
113.4	11
113.6	13
113.8	14
114	11
114.2	16
114.4	14
114.6	14
114.8	18
115	14
115.2	13
115.4	8
115.6	22
115.8	14
116	11
116.2	11
116.4	12
116.6	13
116.8	16
117	19
117.2	18
117.4	15
117.6	8
117.8	11
118	3
118.2	14
118.4	16
118.6	13
118.8	6
119	10
119.2	11
119.4	19
119.6	9
119.8	7
120	9
120.2	13
120.4	15
120.6	12
120.8	9
121	11
121.2	10
121.4	5
121.6	10
121.8	6
122	4
122.2	9
122.4	10
122.6	11
122.8	12
123	6
123.2	6
123.4	6
123.6	3
123.8	5
124	7
124.2	9
124.4	4
124.6	6
124.8	5
125	3
125.2	2
125.4	5
125.6	5
125.8	3
126	4
126.2	7
126.4	3
126.6	2
126.8	2
127	2
127.2	5
127.4	3
127.6	1
127.8	2
128	1
128.2	1
128.4	1
128.6	1
128.8	4
129	1
129.2	1
129.4	1
129.6	3
129.8	3
130	3
130.2	2
130.4	2
130.6	2
130.8	0
131	1
131.2	1
131.4	1
131.6	1
131.8	2
132	2
132.2	1
132.4	1
132.6	0
132.8	1
133	2
133.2	1
133.4	0
133.6	0
133.8	2
134	2
134.2	0
134.4	0
134.6	1
134.8	0
135	0
135.2	1
135.4	1
135.6	1
135.8	0
136	1
136.2	0
136.4	0
136.6	0
136.8	2
137	0
137.2	1
137.4	0
137.6	1
137.8	1
138	0
138.2	1
138.4	2
138.6	0
138.8	0
139	1
139.2	0
139.4	1
139.6	0
139.8	0
140	0
140.2	0
140.4	1
140.6	0
140.8	0
141	0
141.2	0
141.4	0
141.6	0
141.8	1
142	0
142.2	0
142.4	0
142.6	0
142.8	2
